Date,0669.HK,2285.HK
2015-01-01,100.0,100.0
2015-01-02,100.64447108785832,102.82774391272542
2015-01-05,97.40259254569669,99.37098367203131
2015-01-06,97.19739755771056,100.2246938674688
2015-01-07,94.07735472270268,102.92678682429536
2015-01-08,93.79134931485729,105.42236361640408
2015-01-09,93.95327289660258,105.68981535143584
2015-01-12,93.22240391321522,104.02604040981763
2015-01-13,93.79823044358352,102.83423155966854
2015-01-14,89.93374071946155,102.79893487673223
2015-01-15,92.32706318775136,104.61795345573171
2015-01-16,94.69632460445806,99.69066103803557
2015-01-19,93.48574225662492,98.25049913789755
2015-01-20,93.2424202651465,98.88592494647614
2015-01-21,93.51224947221694,98.29991827376216
2015-01-22,94.93118939666921,98.56466921689793
2015-01-23,96.0590239433235,97.82930284339598
2015-01-26,97.34335343654018,97.87166033771479
2015-01-27,96.76089831376467,97.35012447551509
2015-01-28,96.29930224926451,98.90544825932555
2015-01-29,98.65667199019836,97.18867119338326
2015-01-30,102.62494288070147,99.87145429381894
2015-02-02,105.3391353024755,100.80310015933675
2015-02-03,103.47510280886125,96.94688923660783
2015-02-04,102.54745319584575,97.73806816195763
2015-02-05,102.71514508570954,96.77162403348059
2015-02-06,103.55231691647369,95.3573395061735
2015-02-09,102.50922345119491,95.93303674774891
2015-02-10,103.66963346506365,94.5468082574666
2015-02-11,101.52297079851753,95.09470102256601
2015-02-12,100.49873087420977,94.8533977793583
2015-02-13,98.78165264434553,96.51208457548213
2015-02-16,100.47176627114993,96.27624045583485
2015-02-17,100.5726788437505,95.96950249054022
2015-02-18,101.81876717015894,93.09665767776411
2015-02-19,104.54179353741023,91.96271231173762
2015-02-20,103.90699485373793,89.16622200716225
2015-02-23,104.35887134883215,88.89476974517142
2015-02-24,105.17100830235921,88.5360073710468
2015-02-25,106.76493536538165,87.65776194625953
2015-02-26,103.30502541816904,87.35538886398889
2015-02-27,105.21777495034988,88.09793520989389
2015-03-02,104.63570484160019,87.52447501077299
2015-03-03,103.86633823603579,82.92179436758919
2015-03-04,102.64928393853539,82.54898699095129
2015-03-05,101.52207151331478,84.98684686585315
2015-03-06,101.87896639715134,84.05314641806814
